p_val	avg_log2FC	pct.1	pct.2	p_val_adj
DUOXA1	4.57094763595548e-24	-3.07353627349051	0.006	0.073	1.20892423075751e-19
SHOC1	4.70828954937134e-24	1.32630716118366	0.139	0.068	1.24524842001773e-19
AHDC1	4.76358462759206e-24	1.06711256659778	0.21	0.125	1.25987286230555e-19
CAMSAP2	4.8521472810476e-24	0.618375607315922	0.374	0.272	1.28329591289147e-19
RPP21	4.88467202741953e-24	0.351566659443254	0.418	0.314	1.29189805781192e-19
LRP6	4.93039581726923e-24	1.03193358663622	0.293	0.202	1.30399108575137e-19
MAPK7	4.95242815370051e-24	1.7538345745907	0.085	0.032	1.30981819809071e-19
MRPS36	5.02056140697969e-24	0.229648322466669	0.486	0.372	1.32783808091799e-19
PLCXD3	5.13450352952569e-24	2.122992966005	0.042	0.01	1.35797349348895e-19
POLR2A	5.33814160750302e-24	0.317266794856006	0.551	0.434	1.4118316923524e-19
KCTD17	5.33891971112472e-24	1.01828865305076	0.088	0.034	1.41203748519826e-19
DDX17	5.4186797248296e-24	0.244864178583889	0.812	0.616	1.43313241362293e-19
STARD9	5.48073412126363e-24	0.66897110996901	0.204	0.115	1.4495445603918e-19
CRACR2A	5.55104681208116e-24	-1.49987450318669	0.044	0.135	1.46814086085922e-19
FOXC2-AS1	5.73460631956372e-24	5.28174067959036	0.013	0	1.51668867939821e-19
AL136419.3	5.78379644247181e-24	1.70936212661539	0.062	0.019	1.52969848310494e-19
NDUFAF4	5.87758837928419e-24	0.500347611960432	0.25	0.158	1.55450457455308e-19
RNF24	5.90619403078136e-24	0.66247273495873	0.358	0.254	1.56207019726105e-19
THEGL	5.96687481761671e-24	1.850180511973	0.08	0.03	1.57811905176327e-19
FGD6	6.00520727524647e-24	-1.35001434016253	0.083	0.189	1.58825722015719e-19
SHPRH	6.12023087291064e-24	0.630044185782184	0.389	0.285	1.61867866126741e-19
MYH14	6.12963243267697e-24	-2.90272957005677	0.005	0.072	1.6211651857944e-19
OSMR-AS1	6.20256238200626e-24	1.15309133305115	0.233	0.145	1.64045369879302e-19
CAMK2B	6.41021275123391e-24	-3.49975556895461	0.012	0.084	1.69537306844635e-19
PIK3R5	6.69561214235118e-24	-3.86044889991928	0.011	0.082	1.77085549940904e-19
MAMDC2-AS1	6.94990743134087e-24	2.21845169337365	0.074	0.027	1.83811151744103e-19
PSME4	6.98553601512511e-24	-1.1007361214922	0.231	0.36	1.84753456528029e-19
PSAT1	7.60139725157685e-24	-3.29341372258664	0.006	0.073	2.01041754509705e-19
LINC02058	7.64118300984935e-24	4.90871026790543	0.013	0	2.02094008244496e-19
C8orf48	7.75365303619202e-24	4.25801098445144	0.017	0.001	2.05068615501207e-19
KCNK15-AS1	7.75365303619202e-24	4.51079694634737	0.017	0.001	2.05068615501207e-19
ABHD11	7.78023477635297e-24	-1.49649495815441	0.043	0.135	2.05771649364983e-19
BOD1L1	8.12373829251926e-24	0.248203851823403	0.542	0.427	2.14856630360549e-19
TRIM61	8.28116824172082e-24	0.946783979395907	0.039	0.009	2.19020337657032e-19
PLAC8	8.28641587634066e-24	-4.92111029939577	0.008	0.076	2.19159127097458e-19
RNF181	8.50157382551128e-24	0.103072937569252	0.502	0.381	2.24849624537122e-19
MAP4K3	8.8657966851388e-24	0.486664676238954	0.442	0.326	2.34482590728551e-19
FCMR	9.00961788239562e-24	-3.40099490551614	0.022	0.098	2.38286373753599e-19
B4GALT7	9.16605776027836e-24	1.01221896361201	0.228	0.145	2.42423895643842e-19
TGM2	9.42643247716201e-24	0.405921793419719	0.247	0.147	2.49310286155981e-19
GPSM2	1.02101273734994e-23	0.933437534930259	0.154	0.079	2.70037448774313e-19
PLEKHG4B	1.03792446615732e-23	-3.40679313408043	0.004	0.07	2.74510262809287e-19
IGSF6	1.06414801658784e-23	-4.74976072124872	0.014	0.085	2.81445867427151e-19
NKD1	1.06790099120771e-23	1.46611300923536	0.082	0.031	2.82438454154615e-19
LINC00964	1.08160560969423e-23	-2.4204420490167	0.006	0.072	2.86063051651929e-19
RAB14	1.08550872975685e-23	0.152678256091433	0.589	0.459	2.87095348846092e-19
REL	1.09062819890471e-23	-1.48317768603907	0.27	0.387	2.88449346046319e-19
PUS10	1.09880921452858e-23	-1.41747928200076	0.043	0.134	2.90613061058519e-19
DERA	1.14354014548806e-23	0.634965360836701	0.336	0.239	3.02443497678682e-19
METRN	1.14526984987242e-23	0.708250928699284	0.261	0.173	3.02900969894257e-19
SH3GL2	1.17935287288727e-23	-6.80431340760335	0	0.061	3.11915247821224e-19
AC106795.3	1.24973187601145e-23	-4.45377995246927	0.003	0.067	3.30529086567508e-19
AP1G2	1.27898397420874e-23	-1.44025391722778	0.036	0.123	3.38265681498729e-19
ABCG2	1.28823392370837e-23	-3.20433288702959	0.087	0.177	3.4071210814239e-19
CBX5	1.31880417989133e-23	0.347976983904055	0.435	0.333	3.4879732949766e-19
CCDC174	1.35441475103844e-23	0.569607821166164	0.315	0.219	3.58215613354647e-19
SLC51B	1.3782142175761e-23	2.23545044386439	0.027	0.004	3.64510096264527e-19
DNAH14	1.39725592410684e-23	-1.2532467035007	0.076	0.179	3.69546246807777e-19
BBS7	1.41947728981879e-23	0.958405547720445	0.194	0.112	3.75423353611274e-19
PIK3CB	1.42813558351221e-23	-1.00358465820064	0.12	0.238	3.7771329912731e-19
HR	1.45607100247277e-23	3.24102333264422	0.022	0.002	3.85101658733999e-19
GRB10	1.46268395651939e-23	-1.93138984743848	0.192	0.308	3.86850652820248e-19
SPOP	1.4823788541008e-23	0.376772537733184	0.463	0.356	3.92059559332579e-19
MEGF6	1.49059846776311e-23	-2.21036794737097	0.017	0.091	3.94233482753987e-19
LTBP2	1.54756464634926e-23	1.19070582105534	0.092	0.037	4.09299897666452e-19
VTN	1.60290979997948e-23	3.88675955610926	0.022	0.003	4.23937583898572e-19
CYB5R2	1.64143369279363e-23	1.82923329139986	0.063	0.02	4.3412638307006e-19
MIOS	1.6560333738327e-23	-1.20244833960584	0.093	0.202	4.37987706711271e-19
CAPRIN2	1.66916485181407e-23	0.871664095476414	0.203	0.118	4.41460720007785e-19
LIMD1	1.68281213927913e-23	-0.999042738640598	0.078	0.184	4.45070154596544e-19
CDC42EP5	1.69338161295256e-23	-0.165544817018538	0.466	0.303	4.47865568993693e-19
MMRN1	1.71767350473505e-23	-6.2722184231531	0.001	0.061	4.54290288532327e-19
HLA-C	1.73356042421789e-23	0.195685015574815	0.937	0.766	4.58492060997147e-19
AC120049.1	1.73616293242452e-23	2.46180627982319	0.026	0.004	4.59180372367637e-19
DGUOK	1.74218180328105e-23	0.226670250600013	0.503	0.393	4.60772243331772e-19
NOC3L	1.7615780770892e-23	0.601781829573769	0.336	0.241	4.65902169828551e-19
POTEI	1.81971688325891e-23	-6.24077708739661	0	0.06	4.81278721284317e-19
EEF1AKMT1	1.86553508149566e-23	0.724913255962898	0.228	0.141	4.93396718353972e-19
TRIP11	1.94943534418562e-23	0.410435644315162	0.474	0.356	5.15586659830213e-19
CASP1	1.95974287988359e-23	-2.18524449844592	0.058	0.149	5.18312796871613e-19
BBS5	1.96650046223082e-23	1.40330475279716	0.141	0.072	5.20100042250807e-19
SYNC	1.97582762015598e-23	0.819596932471272	0.221	0.135	5.22566888978854e-19
RTN4	2.04793359612266e-23	0.15013483411426	0.748	0.572	5.41637477502521e-19
AC090796.1	2.12303089435904e-23	-4.75639204379371	0.001	0.063	5.61499210940078e-19
CATSPERB	2.27592105084805e-23	-1.65979769021606	0.047	0.138	6.01935599528291e-19
KDSR	2.31085535857092e-23	0.582085066197708	0.394	0.3	6.11175025234837e-19
DYRK3	2.32805240785038e-23	1.36984043303981	0.143	0.073	6.15723300828268e-19
CMTM7	2.33314983256538e-23	-1.87904393583086	0.096	0.195	6.17071467716892e-19
ATOH8	2.34211698496094e-23	-2.60509931791028	0.039	0.123	6.19443100182469e-19
ZC3H6	2.475783294439e-23	0.605630313720965	0.387	0.287	6.54795165713228e-19
MEA1	2.48561022122549e-23	0.34451269817358	0.359	0.263	6.57394191309717e-19
HAVCR2	2.51444114763001e-23	-2.48605596172385	0.032	0.115	6.65019394725185e-19
RASSF9	2.56363198584933e-23	-3.11821911803714	0.008	0.074	6.78029387617432e-19
ZNF582-AS1	2.58035541037634e-23	1.63448395260266	0.094	0.039	6.82452398936334e-19
CCDC158	2.61419679198784e-23	2.91282426941679	0.033	0.006	6.91402767544944e-19
BMPR1B-DT	2.68641879871805e-23	-5.680879440558	0.001	0.061	7.10504043884949e-19
MYEF2	2.75839954247925e-23	-1.54272608242953	0.036	0.123	7.29541510994912e-19
TMEM233	2.79685484225801e-23	-4.71314231530593	0.005	0.069	7.397121686804e-19
YWHAG	2.8746795925715e-23	0.388236218340766	0.481	0.374	7.60295258643311e-19
LINC02694	3.01332143398325e-23	-3.11858398624678	0.017	0.091	7.96963252859891e-19
KRR1	3.05195876193221e-23	0.362960747339516	0.432	0.329	8.07182053355831e-19
RREB1	3.09269614337624e-23	-0.944766288066237	0.199	0.326	8.17956276000147e-19
ANAPC13	3.11696315395955e-23	0.347172444678355	0.339	0.245	8.2437441495922e-19
FGD2	3.13182502632445e-23	-4.63300847445441	0.004	0.067	8.2830508296229e-19
AP001825.1	3.17575377192987e-23	2.44173033133349	0.03	0.005	8.39923357600013e-19
UGP2	3.21375670563181e-23	0.176786901257463	0.523	0.414	8.49974373505502e-19
HSD11B2	3.21913135839218e-23	2.08434500250584	0.071	0.025	8.51395861667563e-19
CHD3	3.25865039795274e-23	0.344359259993837	0.468	0.346	8.61847857250542e-19
SLC7A3	3.41311444831529e-23	2.83495472929869	0.02	0.002	9.02700509290429e-19
SESTD1	3.7058732842015e-23	0.523312005138802	0.275	0.178	9.80129366205613e-19
SLFN5	3.75736200713572e-23	-1.44309379622591	0.195	0.308	9.93747103647254e-19
AC104170.1	3.78690094627887e-23	-3.12586555762402	0.005	0.069	1.00155956227184e-18
SV2A	3.79349796343813e-23	1.8233475173346	0.072	0.026	1.00330434137012e-18
FZD5	3.81859066094392e-23	-1.37316957748113	0.045	0.135	1.00994085800645e-18
AC005165.1	3.90543825722627e-23	1.82876236573701	0.111	0.051	1.0329103102712e-18
ESR2	3.92073448733552e-23	-2.10613605177905	0.074	0.168	1.0369558572105e-18
USP9Y	3.9853944771206e-23	0.417162461705069	0.463	0.348	1.05405713130886e-18
MBTPS1	3.98675274314265e-23	0.621733398948001	0.369	0.272	1.05441636550637e-18
CLN8	4.07417117490767e-23	-1.63704097447309	0.05	0.142	1.07753679233958e-18
RHBDF2	4.2045263853117e-23	-3.15978316995008	0.016	0.088	1.11201313838724e-18
PYHIN1	4.42477508633443e-23	-4.57749722524837	0.008	0.073	1.17026451483373e-18
GBP1	4.62704470605185e-23	0.601595778081764	0.224	0.134	1.22376078385659e-18
PIN4	4.64350438385818e-23	0.183973884460841	0.477	0.362	1.22811403944281e-18
EDARADD	4.77253625080194e-23	-3.88596032572539	0.01	0.077	1.2622403876121e-18
FAT1	4.79470774966665e-23	-0.918106921610163	0.074	0.177	1.26810430563183e-18
TFAP2A	4.84591406190536e-23	-2.07609336111587	0.024	0.102	1.28164735109273e-18
TMEM156	4.91794291069056e-23	-3.73969936912071	0.015	0.086	1.30069754101944e-18
UFSP2	5.04853462199093e-23	0.551241636869657	0.357	0.261	1.33523643682416e-18
GZMM	5.106149228232e-23	-4.29602473085355	0.01	0.076	1.3504743478828e-18
ANGPT2	5.17566364235165e-23	0.432486294392135	0.253	0.154	1.36885952012916e-18
MAGEC3	5.21679234300266e-23	3.64726045100422	0.017	0.001	1.37973723887734e-18
NABP2	5.30553473205697e-23	0.614645247494875	0.209	0.126	1.40320782593443e-18
AC110023.1	5.30758130180967e-23	3.72186202235727	0.022	0.003	1.40374910270262e-18
TMEM14A	5.32642531374377e-23	0.816791415504319	0.295	0.207	1.40873296697895e-18
ELMO3	5.41384003933115e-23	-3.02494923535794	0.004	0.068	1.4318524136023e-18
AC022915.2	5.85593052650825e-23	1.71363757310784	0.045	0.011	1.5487765056509e-18
LAIR1	5.97116596938336e-23	-3.31133690663005	0.02	0.094	1.57925397558251e-18
CKS1B	6.10062972830709e-23	0.444924378772086	0.355	0.262	1.61349455054266e-18
AC243960.1	6.11700202236989e-23	-4.16000482333665	0.01	0.076	1.61782469487639e-18
C1orf210	6.13925661517833e-23	-4.29927551593983	0.001	0.061	1.62371058958236e-18
KCNN4	6.23788895673605e-23	-4.5720455540039	0.003	0.065	1.64979687127755e-18
AC117944.1	6.58801741570968e-23	3.91642423519798	0.019	0.002	1.7423988461069e-18
AC061961.1	6.80263218473664e-23	7.34421402318233	0.01	0	1.79916016021915e-18
LINC02692	6.80263218473664e-23	6.93777513406673	0.01	0	1.79916016021915e-18
DIPK2A	6.83787838924495e-23	0.613388510038154	0.366	0.263	1.80848207638751e-18
CITED1	6.92409278094397e-23	-4.03425898727762	0.008	0.074	1.83128405870406e-18
ANXA2R	7.10399904268804e-23	-2.65019565474762	0.02	0.095	1.87886566681013e-18
NCMAP-DT	7.12203717122604e-23	-3.06369600527565	0.004	0.066	1.88363639104586e-18
AC246817.1	7.12732376368123e-23	3.46763958760668	0.028	0.005	1.88503458901841e-18
NAT14	7.22332301144716e-23	1.23548488390472	0.14	0.073	1.91042447006754e-18
BTF3L4	7.34801950061045e-23	0.227144123313407	0.423	0.322	1.94340419752145e-18
ARFGEF2	7.45746982603816e-23	-0.920559786751117	0.181	0.306	1.97235161959057e-18
STOML1	7.71103367621636e-23	1.5650771059142	0.125	0.061	2.0394141866857e-18
MEF2C-AS1	7.83001046091516e-23	0.844011140879224	0.18	0.098	2.07088116670284e-18
GRAMD2B	7.91863712137569e-23	0.583618013766148	0.351	0.254	2.09432114586144e-18
FAM227B	8.03947684495429e-23	1.01163793123046	0.227	0.142	2.12628083595351e-18
GZMK	8.40221380793953e-23	-5.11316693284047	0.009	0.074	2.22221750792385e-18
PLP2	8.76185692491508e-23	0.277228348125023	0.416	0.31	2.31733591950154e-18
IQSEC3	9.00866040994218e-23	2.20040063060449	0.028	0.005	2.38261050522151e-18
AL133334.1	9.21326272506347e-23	-4.30452894800198	0.003	0.063	2.43672372552479e-18
RMST	9.59446233239276e-23	-1.30715974627343	0.076	0.175	2.53754339767124e-18
ARHGEF1	9.59915238611778e-23	-1.23315555183632	0.108	0.217	2.53878382308043e-18
C1QBP	9.60928301287846e-23	0.185211405140497	0.532	0.413	2.54146317124609e-18
SMIM10L2B	9.80861770488397e-23	2.51579628651735	0.029	0.005	2.59418321058771e-18
HECTD2	9.94764203527108e-23	0.827896908458772	0.274	0.184	2.63095236548849e-18
CWC27	1.02488880333722e-22	0.576857685105821	0.366	0.267	2.71062590706627e-18
ZC4H2	1.03897812103458e-22	1.07098284761881	0.174	0.097	2.74788933451225e-18
CALHM6	1.03961626791987e-22	-4.09929374971133	0.024	0.097	2.74957710539448e-18
NCOA4	1.04022455384982e-22	-1.50452551808966	0.276	0.374	2.75118590002201e-18
TSHZ3	1.04869361696823e-22	1.03065398170222	0.241	0.154	2.77358487815759e-18
LRG1	1.0532376169462e-22	-4.96283477618433	0.003	0.063	2.78560284929931e-18
BVES-AS1	1.05862428175278e-22	4.24483847631587	0.015	0.001	2.79984950037974e-18
MAD1L1	1.06504552024587e-22	-1.34873367659364	0.12	0.231	2.81683239194627e-18
LINC00607	1.07734566887255e-22	1.8684027302362	0.027	0.004	2.84936382503412e-18
TSGA10	1.09090569907289e-22	-1.05856933739661	0.101	0.211	2.88522739290797e-18
IFT20	1.11087799364801e-22	0.40919857946019	0.346	0.254	2.93805011760025e-18
HMGA1	1.11906506116264e-22	-2.41988364465269	0.043	0.128	2.95970327376296e-18
AC025164.1	1.14713243930174e-22	0.240507982301964	0.332	0.218	3.03393587546524e-18
CPLANE1	1.16248527233636e-22	0.881507306209023	0.298	0.209	3.0745410482752e-18
RBBP6	1.17688978449016e-22	0.484976923756594	0.485	0.382	3.11263810201956e-18
RUSC2	1.21992302611774e-22	1.52577963376657	0.155	0.083	3.22645241947619e-18
GSTO2	1.24047692241594e-22	-1.2501579008228	0.113	0.225	3.28081336440567e-18
AC126768.1	1.2592554085484e-22	5.47547676017567	0.013	0	3.33047870452881e-18
RYK	1.26595021408365e-22	0.524956316473033	0.418	0.314	3.34818512620842e-18
LDLR	1.29042452931049e-22	-1.43736243149557	0.092	0.196	3.41291479512039e-18
DTX4	1.29050778751271e-22	1.72035628873553	0.052	0.015	3.41313499641362e-18
GPBAR1	1.29552337359266e-22	2.51583351112425	0.031	0.006	3.42640021847787e-18
PARP15	1.29579754003631e-22	-4.8294991066257	0.007	0.071	3.42712533388803e-18
SCOC	1.30449622781847e-22	0.165135888636621	0.418	0.317	3.45013162333428e-18
INSC	1.35225824439325e-22	3.6964606410176	0.017	0.001	3.57645260477127e-18
NEK10	1.37855489353129e-22	-1.77948579955349	0.042	0.128	3.64600198241157e-18
APBA1	1.39622022519277e-22	1.29691306564716	0.121	0.058	3.69272325158985e-18
NOSTRIN	1.41023819723892e-22	-2.47806089347141	0.091	0.182	3.72979798405749e-18
DNAJC27	1.41282567454115e-22	1.11251759370365	0.174	0.096	3.73664134402645e-18
RAMP2-AS1	1.42022989227591e-22	1.77357717232183	0.067	0.024	3.75622401909132e-18
YPEL4	1.46416847411584e-22	2.41637035243781	0.026	0.004	3.87243278034156e-18
SAV1	1.4881559270029e-22	0.367007263186856	0.362	0.263	3.93587479573727e-18
ACBD6	1.49193719569831e-22	0.411371968899256	0.43	0.329	3.94587549518288e-18
TLL1	1.49233589388714e-22	-4.14190216582546	0.008	0.073	3.9469299721527e-18
BX284668.2	1.49766207149781e-22	2.19957350616687	0.043	0.011	3.96101664669742e-18
PKD1	1.50217415921388e-22	1.32961240695713	0.174	0.099	3.97295021628887e-18
MAP3K11	1.57663331748868e-22	-1.33776451276907	0.071	0.17	4.16987979809407e-18
POTEG	1.59866031093614e-22	-3.47356157030451	0.003	0.064	4.22813679036391e-18
GDF7	1.6412753695086e-22	1.98627009067645	0.047	0.013	4.34084509727635e-18
AL162231.1	1.66496772104024e-22	1.371649988015	0.132	0.067	4.40350662860722e-18
SMAGP	1.68967018935432e-22	-2.16617276347811	0.024	0.1	4.46883971680431e-18
SERPINA1	1.72349737715891e-22	-4.21610204137888	0.008	0.072	4.55830586310988e-18
TRAF4	1.73448721712916e-22	-1.35144706096054	0.047	0.137	4.5873717918632e-18
CFAP298	1.76677990239192e-22	0.40028651887657	0.378	0.282	4.67277948584615e-18
SLURP2	1.77297960554789e-22	5.651882544581	0.012	0	4.68917646075305e-18
FGR	1.82896812164756e-22	-4.21520861102003	0.006	0.07	4.83725488813346e-18
FMNL2	1.85601995175452e-22	0.101561205945787	0.386	0.269	4.90880156840035e-18
ANPEP	1.86768920033495e-22	-2.10105698484288	0.045	0.131	4.93966439704587e-18
NLK	1.88512680444021e-22	-0.919587156406286	0.137	0.257	4.98578337238346e-18
CRACR2B	1.88829474452267e-22	-2.56201010140566	0.006	0.07	4.99416194031356e-18
PEF1	1.93693492924216e-22	0.486473431419131	0.327	0.233	5.12280550085966e-18
PURA	1.94272850329936e-22	0.321847104437603	0.491	0.384	5.13812834552616e-18
SHLD1	1.98348724311662e-22	-1.275174450258	0.085	0.189	5.24592706059483e-18
SLC35A3	1.9932573995868e-22	-1.073503046959	0.142	0.258	5.27176717042717e-18
AC022809.1	2.02144458543945e-22	3.72460051041969	0.011	0	5.34631663957027e-18
CHST9	2.05125535675812e-22	-3.38535879664623	0.003	0.062	5.42516016755387e-18
GPR132	2.13352327121464e-22	-4.59466831368587	0.007	0.07	5.64274234770849e-18
Z99289.3	2.1479048069658e-22	4.74493649515523	0.011	0	5.68077863346315e-18
ADM5	2.17297720811836e-22	-4.03764170345444	0.005	0.067	5.74709012003145e-18
FOSL2	2.19989245924358e-22	0.518305219541154	0.378	0.276	5.81827557620742e-18
NUDCD2	2.20956179131933e-22	0.327719807005801	0.401	0.305	5.84384902568137e-18
SUGT1	2.21922381627973e-22	0.218943692024562	0.495	0.391	5.86940314929662e-18
AL033504.1	2.24284655866989e-22	2.20736742812565	0.046	0.012	5.93188057837013e-18
OTUD7A	2.26037884425872e-22	1.42563856289305	0.151	0.08	5.97824996729545e-18
GPC1	2.35038355477374e-22	1.26863570877113	0.179	0.106	6.21629442566559e-18
AC107068.2	2.37299890068365e-22	1.68404755535357	0.067	0.023	6.27610749252812e-18
VPS13A	2.37456188867809e-22	-0.977705734854796	0.155	0.276	6.28024128317582e-18
CALML3	2.39024289969309e-22	-4.27485100218799	0.002	0.061	6.32171442110828e-18
PTPN6	2.41213370264805e-22	-1.04897863012998	0.151	0.27	6.37961121676357e-18
USP53	2.41906025379318e-22	0.584909944865366	0.439	0.338	6.39793055923221e-18
ALG14	2.42430321441143e-22	1.07003946921557	0.225	0.144	6.41179714147534e-18
RPARP-AS1	2.48591809338061e-22	-2.33460761140128	0.02	0.093	6.57475617337305e-18
IPO9-AS1	2.5362879422235e-22	1.58054795655438	0.101	0.044	6.70797434959271e-18
RAP2C-AS1	2.61624761019756e-22	1.24070876054435	0.12	0.057	6.9194516794505e-18
FADS2	2.69319429091415e-22	0.613007965571415	0.24	0.151	7.12296026060975e-18
ETS1	2.75569330188822e-22	-1.79092668274562	0.278	0.355	7.28825764483395e-18
CPLX1	2.78527815114959e-22	-4.08817680851941	0.004	0.066	7.36650365416043e-18
PUF60	2.84154913523856e-22	0.437586826347486	0.384	0.291	7.51532915287893e-18
ATP11A	2.98951006675527e-22	-1.33886240545143	0.114	0.22	7.90665622455434e-18
RGS6	3.02345249305328e-22	2.24620552865791	0.081	0.032	7.99642715362731e-18
GPRC5D-AS1	3.04875465013824e-22	-1.7743952819394	0.025	0.103	8.06334629868562e-18
AC011246.1	3.0857501712706e-22	2.36110768808755	0.048	0.013	8.16119205297649e-18
CHPT1	3.10424670922069e-22	0.14146865116619	0.476	0.355	8.21011169654687e-18
ABR	3.16680902239888e-22	-1.30872397395657	0.132	0.243	8.37557650244057e-18
SAP30	3.19894110426706e-22	0.178577218223129	0.332	0.229	8.46055943256552e-18
KIAA1328	3.30642199995364e-22	0.652410340618998	0.337	0.239	8.74482490547738e-18
LINC00623	3.3286162473719e-22	-1.43601549130925	0.103	0.21	8.8035242510492e-18
LCN2	3.33886458445414e-22	-5.75008770115107	0.01	0.076	8.83062905296432e-18
TDRKH	3.41953968869249e-22	-3.37364423128201	0.004	0.065	9.0439985686539e-18
CCL4	3.49484844995542e-22	-5.7202298923362	0.009	0.073	9.2431751804421e-18
TMEM221	3.49968038936211e-22	2.20617657354679	0.029	0.005	9.25595469378492e-18
TACR1	3.62533797278778e-22	-3.21199482415975	0.025	0.099	9.58829387042913e-18
CDO1	3.72469228727742e-22	1.34508007653577	0.135	0.07	9.85106616139133e-18
BEND4	3.80303261243479e-22	-4.2443905040225	0.002	0.061	1.00582606533675e-17
MAP4K3-DT	3.84179314864025e-22	0.71088319252987	0.267	0.179	1.01607745195237e-17
CCDC85B	3.85169552367588e-22	-0.103850143132807	0.517	0.362	1.0186964321018e-17
ABHD8	3.91203038626343e-22	0.790558451709799	0.189	0.11	1.03465379655895e-17
RCAN3AS	3.99218986738782e-22	-3.4718265259868	0.005	0.067	1.05585437612673e-17
C2orf49	4.11068091945485e-22	0.613666446748898	0.294	0.203	1.08719288957742e-17
SMC6	4.1146786953701e-22	0.62508546360731	0.283	0.188	1.08825022135149e-17
OXR1	4.18291974477871e-22	0.553916172113273	0.432	0.331	1.10629861409907e-17
HMGB3	4.18642136870759e-22	-1.78866557004972	0.032	0.113	1.10722472359578e-17
METTL7A	4.32759394586314e-22	0.408971759427663	0.384	0.287	1.14456204680188e-17
ARL2BP	4.33071669873433e-22	0.452583838441492	0.316	0.221	1.14538795248126e-17
HSD17B14	4.34185312297972e-22	0.894698128352982	0.137	0.07	1.14833331396568e-17
MFHAS1	4.69520327083714e-22	-1.11468456779091	0.084	0.186	1.24178736107101e-17
NECTIN4	4.86218673915372e-22	-5.71189974627947	0	0.056	1.28595114877137e-17
AFF1	5.13868268705098e-22	-0.979127949284474	0.442	0.515	1.35907879707124e-17
TBC1D16	5.14219098357275e-22	0.978844834288263	0.261	0.175	1.36000667133532e-17
MANSC1	5.38528755553714e-22	-1.1405460984071	0.051	0.143	1.42430085268846e-17
TTLL12	5.48655263272833e-22	-1.80254750148044	0.031	0.112	1.45108344030399e-17
NKAIN3	5.49557170476085e-22	2.95537422202841	0.029	0.005	1.45346880447515e-17
LCAT	5.50798430255257e-22	1.74947823258557	0.074	0.028	1.4567516883391e-17
PUDP	5.51991813142958e-22	-1.41254134151687	0.057	0.15	1.45990794740049e-17
DNAJB14	5.53797328976421e-22	0.494963342772102	0.537	0.426	1.46468317567684e-17
LYPLA1	5.58469923964633e-22	-1.10888630824744	0.233	0.354	1.47704125490166e-17
LUZP2	5.81086227250285e-22	-4.01393823975975	0.001	0.059	1.53685685383155e-17
GLYATL1	5.877840949164e-22	-2.85372872457746	0.01	0.075	1.5545713742349e-17
SLAMF6	5.90696217314495e-22	-5.16080910103353	0.006	0.067	1.56227335555338e-17
AL161668.3	5.97691910478409e-22	2.96011667480782	0.035	0.008	1.5807755648333e-17
EIF3I	6.09253694013622e-22	0.146762294487631	0.567	0.446	1.61135416992723e-17
ARPC1A	6.15070408820237e-22	0.439537396109695	0.413	0.322	1.62673821724776e-17
RPA2	6.34651875186281e-22	0.454782922879691	0.33	0.234	1.67852727949268e-17
TMEM165	6.37368014978279e-22	0.363875290182718	0.507	0.391	1.68571092601455e-17
LYPD6B	6.51168544922181e-22	-2.50846031195446	0.015	0.084	1.72221056761018e-17
PPP1R3F	6.54882671343658e-22	1.23144059058368	0.105	0.047	1.73203368916971e-17
GABRB3	6.64112213351349e-22	-2.28411373624901	0.018	0.089	1.75644398187165e-17
TMEM87B	7.01019995655669e-22	-1.00347719358926	0.178	0.292	1.85405768451011e-17
AC019171.1	7.01087771517176e-22	2.89424419070861	0.023	0.003	1.85423693810863e-17
ACOXL	7.16955593748758e-22	-2.83873206091997	0.01	0.075	1.89620415434672e-17
SLC44A1	7.65036436623811e-22	0.428622804031797	0.355	0.257	2.02336836758266e-17
PTPRU	7.95452814407825e-22	2.40860841595675	0.069	0.025	2.10381360354582e-17
AC107021.1	8.08148664938506e-22	2.24110086260252	0.045	0.012	2.13739158902936e-17
CHRNA7	8.2852678832175e-22	-1.48346069095805	0.038	0.12	2.19128764975336e-17
SCML4	8.42238837031198e-22	-4.94374963483253	0.005	0.065	2.22755327618011e-17
UHMK1	8.51269252055751e-22	-1.13711176592872	0.155	0.275	2.25143691783705e-17
AIFM2	8.51921597397184e-22	1.46715234438723	0.099	0.044	2.25316224079607e-17
TGFB2-AS1	8.52048413731605e-22	3.22566326524432	0.015	0.001	2.25349764463735e-17
HADHA	8.61912604923046e-22	0.152455197019081	0.542	0.429	2.27958645750047e-17
DCLK2	8.66092844772678e-22	0.783814024898007	0.177	0.098	2.29064235585478e-17
ADAM23	9.03138503566904e-22	1.77635114516765	0.035	0.008	2.38862071423375e-17
GSDME	9.04664147953076e-22	0.95304081257987	0.055	0.017	2.39265573850629e-17
AP002387.2	9.13220976557624e-22	-2.67738630147164	0.015	0.083	2.4152868387996e-17
AC087741.1	9.17336207080365e-22	-1.32933940270627	0.013	0.081	2.42617080048615e-17
GPR34	9.72735468163793e-22	-3.93166448910283	0.032	0.107	2.5726907661996e-17
FAM8A1	9.87410803071922e-22	1.04298494401059	0.211	0.132	2.61150409196462e-17
TFEC	1.01136027603249e-21	-5.03261760754144	0.006	0.066	2.67484565805073e-17
TIMM8B	1.04796443656934e-21	0.116485337887871	0.46	0.35	2.7716563418386e-17
